,Argument ID,Conclusion,Stance,Premise,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
1223,A19332,We should limit the remuneration of executives.,in favor of,The executives do enough and should not earn more when there are others who deserve bonuses,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1231,A19347,We should adopt a multi-party system.,in favor of,A multi-party system ensures that all people and voices are heard and represented.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1232,A19349,We should legalize cannabis.,in favor of,It can be very beneficial for people suffering from certain diseases so should be legal,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1235,A19352,We should subsidize space exploration.,in favor of,"Space exploration is vital for the future of humanity, when we destroy this planet, we will need an alternative",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1238,A19356,We should cancel the pride parades.,in favor of,The religious can oppose the marches of pride,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1243,A19363,We should give up the use of the school uniform.,in favor of,"School uniforms do not allow children to focus on their differences, denying individuality.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1254,A19379,We must put an end to the use of economic sanctions.,against,We must not put an end to the use of economic sanctions because they help nations export and import goods.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1258,A19383,We should subsidize Wikipedia.,against,wikipedia allows people to say what they want on a subject and does not have to be true or proveable.,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1261,A19388,We should subsidize space exploration.,in favor of,Space exploration provides an insight into our world and other planets that could be priceless.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1263,A19390,We should adopt a austerity regime.,against,- A austerity regime would be detrimental.,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,A19393,We should adopt gender-neutral language.,against,We should not adopt gender-neutral language because more people than people do not specify it with a certain sex and want to be treated as such.,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1267,A19396,We should adopt libertarianism.,against,We should not because some people need intervention to make decisions.,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1268,A19400,We should abolish the Olympic Games,against,The tradition of the Olympic Games is brilliant to bring together all the countries of the world that it should never be abolished.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1269,A19403,We should ban the use of children's actors.,in favor of,The actors of the child grow up to be infunctional adults because they lack all the social interaction that children need to learn the process of interaction with people of their age.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1274,A19410,We should ban prayer in school.,against,"If parents want their children to pray in school, so be it.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1280,A19420,We should legalize sexual selection,against,The legalization of sexual selection will lead to many healthy babies being aborted just because they are not the sex parents want.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1285,A19430,We should stop the development of autonomous cars.,against,Autonomous cars would help the elderly.,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1295,A19444,We should ban the use of children's actors.,against,It is fair and appropriate for talented children to be able to make money to act,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,A19445,We should legalize trade in organs.,in favor of,A human being at death can help others to live and through organ trade help their families to live,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1297,A19446,We should abolish the Olympic Games,against,We should not abolish the Olympic Games because they are considered the top of success for many athletes around the world.,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1303,A19453,We should abolish zoos.,in favor of,Zoos are only a place where animals must be locked up and monitored by people.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1306,A19457,We should legalize trade in organs.,in favor of,"The organs, within the framework of our organs, are our property and should not be regulated by the government; we should be free to sell them in an open market.",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1308,A19459,We should legalize sexual selection,against,This will lead to more elective abortions and gender imbalance.,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
1314,A19465,We should ban whaling.,against,· Whale hunting is a traditional occupation of certain cultures and their cultural heritage would be lost if they were not able to continue whaling.,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1316,A19470,We should abolish zoos.,in favor of,Some zoos have terrible living conditions and animals are not stimulated at all.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1317,A19472,We should ban whaling.,in favor of,The whale is barbaric and cruel to whales and should therefore be prohibited.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1321,A19479,We should adopt atheism,against,We should not adopt atheism as people have the right to believe as they want when it comes to higher power.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1323,A19481,We should put an end to compulsory retirement.,in favor of,"If someone can still work, they should be allowed to do so, and they will put less pressure on social security.",0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1335,A19498,We should ban the Church of Scientology,against,We have the right to practice different religions and the Church of Scientology should not be prohibited.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1339,A20004,We should ban the Church of Scientology,against,"People are free to follow the religion they choose, no matter how beliefs are there.",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1341,A20006,We should abolish zoos.,against,The zoos are working on the selection of endangered species.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1342,A20007,We should limit the remuneration of executives.,against,"The remuneration of executives is simply part of a modern pay package, as is the case with basic salaries, and an attractive pay system is needed to attract the best talent to an organization.",1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1343,A20008,We should ban factory farming.,in favor of,Factory farming is cruel for animals who are forced into a much smaller space than they would have in nature.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1344,A20009,We should adopt gender-neutral language.,against,We should not adopt gender-neutral language because it is stupid to change the way people have been talking for hundreds of years.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1347,A20014,We should ban cosmetic surgery.,in favor of,We should ban cosmetic surgery especially for vanity reasons because it makes people stupid.,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1358,A20029,We should ban the use of children's actors.,against,The education of children is always taught to the actors and gives them time to be children so it's good for them and the money earned will give them the freedom as adults to do what they want.,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,A20038,We should ban private military companies.,in favor of,They don't need in society today with the amount of army we have.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1364,A20040,We must fight for the abolition of nuclear weapons.,against,Nuclear-weapon countries enjoy the power and status of the weapons available on their territory.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1365,A20043,We should limit the remuneration of executives.,against,Limiting executive compensation would discourage managers from doing their work properly.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,A20044,We should ban targeted murders.,against,Sometimes it is necessary to act preventively with cases of truly dangerous terrorists and national threats - recourse to the normal extradition process is too slow and can cost lives.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1370,A20048,We should ban telemarketing.,against,Let the open market determine whether telemarketing is a viable option,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,A20050,We should subsidize student loans.,against,There's better the government can do with that money.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1376,A20057,We should abolish zoos.,against,We should not abolish zoos because they attract visitors and money to be able to put back in the zoo for animal feed and veterinary bills.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1379,A20060,We should subsidize space exploration.,against,"Space exploration is a drain on money that should be invested in taking over our own planet, so we should not subsidize space exploration.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1381,A20062,We should abolish zoos.,against,Zoos do so much for the conservation of animals and species that may be extinct and should not be abolished.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1383,A20064,We should abolish the Olympic Games,against,The Olympic Games inspire children and people of all ages to enjoy and participate in the sport.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1387,A20070,We should give up the use of the school uniform.,in favor of,● School uniforms create an environment similar to the army and create a world of robots,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1389,A20073,We should ban human cloning.,in favor of,Human cloning must be banned because the ethical problems it creates are too difficult to overcome.,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
1393,A20082,We should ban factory farming.,against,"While the demand for meat on the market is still stable and important, livestock farming takes a lot of land and resources, and this is the best way to raise animals by reducing the space used and by taking better care of animals.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1396,A20085,We should legalize cannabis.,in favor of,We should legalize cannabis because it can relieve pain for people suffering from serious diseases such as cancer and cancer.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1399,A20090,We should abolish zoos.,against,The zoos provide an excellent learning opportunity for children.,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1402,A20096,We should abolish intellectual property rights,against,We should not abolish intellectual property rights if you have found a new idea for something then it should be exclusive to you and you should be recognized for that.,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1405,A20101,We should ban cosmetic surgery for minors.,in favor of,It causes more harm than good when surgery in minors is not for health,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1406,A20104,We should legalize cannabis.,in favor of,"It has many useful medicinal qualities, such as helping cancer patients to keep food down to chemotherapy.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1408,A20106,We should adopt gender-neutral language.,against,"Many philologists have said that non-sexist language is difficult to use, takes time to learn and will cost a lot of money.",0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1409,A20107,We should adopt atheism,against,The adoption of atheism would violate freedom of religion,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1413,A20112,We should abolish the death penalty,against,Capital punishment is a means of preventing heinous crimes.,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1417,A20120,We should ban the Church of Scientology,against,Scientology should not be prohibited because people have the right to worship in any religion they wish and in any way they wish.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1423,A20127,We should subsidize space exploration.,against,"In times of austerity, no government can afford to subsidize space exploration.",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1430,A20137,We should stop the development of autonomous cars.,in favor of,Cars can be dangerous and cause accidents if the equipment fails.,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1431,A20139,We should ban prayer in school.,against,We should not ban prayer in school because the Constitution gives us freedom of religion and prayer does not harm others.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1432,A20140,We should legalize trade in organs.,in favor of,The rescue of life is mandatory for all of us and the trade of organs is one more way to save the lives of certain bodies.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1435,A20144,We should ban human cloning.,in favor of,Human cloning should be banned because the long-term effects on the clone are still uncertain and could lead to long-term health complications.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1437,A20148,We should fund embryonic stem cell research.,against,Research on embryonic stem cells is controversial and should therefore not receive government funding.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1442,A20156,We should ban cosmetic surgery for minors.,in favor of,The cosmetic surgery as a minor makes it more likely that you will have to enter for follow-up procedures as an adult to touch or solve problems with this past surgery.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1444,A20162,We should adopt a zero tolerance policy in schools.,against,"Students are not yet adults, and circumstances are unique for each child.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1445,A20164,We should adopt a multi-party system.,against,Several parties will just confuse people and cause more division in society,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1450,A20173,We should put an end to compulsory retirement.,in favor of,"In compulsory retirement, there are problematic stereotypes about the competence of older persons, which prevent them from being taken seriously when they should.",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1451,A20176,We should legalize sexual selection,against,We should not legalize sexual selection because it runs counter to the natural laws of nature.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1452,A20179,We should ban whaling.,in favor of,Whale hunting affects whale populations as well as other species of fish.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1453,A20180,We should ban telemarketing.,against,"The telemarketing industry is huge, and any attempt to close it will lead to an increase in unemployment and damage the economy.",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1455,A20184,We should oppose collectivism.,against,Collectiveism fosters a greater sense of community where people care about the well-being of others.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
1456,A20185,We should ban missionary work,against,Missionary work is an effective way to bring Christianity to the rest of the world,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1458,A20187,We should subsidize space exploration.,against,"Space exploration is an extravagance in this era of poverty and injustice, we should concentrate government money on these regions.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
